resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
8,2,1,398,11,228,7,76,5,144
390,58,14,5.139,172,11.003,1.568,1.500,34,7.465
4.122,517,233,19.648,2.759,62.296,7.556,4.140,188,41.650
25,21,0,1.151,19,595,48,275,7,420
68,3,1,1.891,36,1.574,282,598,2,1.063
20,4,0,625,21,395,51,156,9,255
131,125,12,2.832,295,3.697,429,417,84,2.162
16,28,0,631,23,336,17,139,19,241
45,17,0,1.038,34,1.076,105,252,27,734
19,4,0,730,12,553,26,177,11,349
261,32,11,3.661,89,9.046,1.275,1.244,23,6.009
71,13,3,1.905,46,2.672,186,499,17,1.566
124,100,0,3.278,123,2.739,146,865,69,1.842
79,79,2,2.802,166,1.793,198,635,22,1.240
12,9,0,599,13,452,21,174,10,271
2.644,111,115,12.045,1.254,47.199,7.946,3.131,61,31.683
46,11,1,1.570,35,1.056,99,392,14,701
14,1,0,337,11,247,17,62,16,169
10,1,0,146,12,154,16,43,10,102
447,131,13,5.725,355,6.905,2.076,1.669,25,4.888
15,1,1,332,18,247,17,64,2,151
41,5,0,489,10,702,103,113,26,527
8,6,0,306,11,106,16,54,6,89
17,21,0,390,62,528,53,61,25,310
14,2,0,125,8,181,19,16,7,126
413,133,9,4.032,199,10.560,1.411,933,126,6.900
35,61,2,879,66,399,29,183,45,283
518,114,47,3.830,159,22.522,3.098,1.362,285,13.459
32,10,0,715,22,707,43,184,30,453
94,28,5,3.726,112,3.795,296,837,19,2.244
1.192,1.299,196,20.623,1.529,43.160,8.615,4.449,562,24.911
37,19,0,633,18,551,13,153,19,359
32,13,1,614,19,406,28,159,28,282
490,511,74,11.380,862,30.974,5.659,3.149,211,17.643
117,26,1,2.868,71,4.323,251,721,25,2.441
39,8,0,605,18,558,39,156,26,400
37,9,1,777,14,521,21,191,16,326
32,16,0,947,27,1.081,53,183,63,638
14,3,0,958,16,807,28,225,13,481
47,22,2,1.211,39,1.311,47,249,56,812
24,5,1,384,29,284,56,82,15,217
383,250,53,12.223,599,27.502,4.980,3.255,178,15.311
62,32,0,1.353,42,1.200,68,333,31,827
139,26,3,3.540,76,4.760,361,817,28,2.774
25,18,0,844,18,866,45,157,40,536
61,31,1,2.952,68,1.767,187,852,12,1.139
10,5,1,420,10,394,23,93,10,234
147,43,6,4.468,314,4.809,876,1.017,16,3.071
22,15,0,505,14,401,24,125,6,264
20,4,0,389,11,230,24,97,7,166
181,17,8,3.926,62,2.648,588,790,8,1.844
99,28,2,2.731,70,3.648,257,669,16,2.115
13,13,0,535,65,405,67,107,15,242
24,10,1,895,15,747,32,231,20,459
22,4,0,945,13,882,51,212,28,527
26,10,1,875,13,892,73,169,29,572
70,63,2,1.464,69,1.239,109,285,50,791
41,74,1,913,51,1.012,30,150,48,604
132,54,2,1.979,40,3.166,339,541,116,2.188
242,141,14,5.810,261,10.230,720,1.107,158,5.701
153,115,2,3.397,148,3.521,301,874,32,2.351
225,17,3,3.819,49,2.405,567,799,15,1.942
88,26,0,1.625,42,2.276,112,270,79,1.412
104,54,1,1.374,69,2.596,106,210,130,1.536
329,28,5,3.232,77,5.813,1.174,849,57,4.156
26,25,0,684,25,712,49,102,34,465
73,48,1,1.440,77,2.232,100,229,122,1.319
47,7,0,1.141,27,1.469,72,204,81,867
0,1,1,17,7,24,3,8,1,25
259,339,24,5.905,466,5.136,1.108,1.462,40,3.403
249,532,49,4.042,665,15.874,1.760,527,267,8.011
84,145,2,8.957,172,3.839,237,1.690,26,2.108
668,1.840,38,33.905,1.207,93.276,3.360,2.947,665,31.361
0,0,0,213,5,1,2,25,0,2
85,5,0,1.706,48,520,38,251,3,460
13,0,0,799,4,41,2,123,2,43
14,0,0,205,31,81,17,34,0,68
4,4,1,1.003,18,24,4,84,3,26
2.446,29,1,10.402,389,12.733,1.825,2.026,4,11.161
1.009,57,9,6.937,586,8.981,1.297,1.415,2,7.564
0,1,1,118,11,59,15,57,1,44
76,2,1,523,42,566,152,122,1,494
41,0,2,737,6,200,18,157,1,179
2.096,2.521,343,97.476,4.087,124.970,12.151,7.876,1.121,51.955
158,33,2,1.892,68,1.103,85,247,3,946
111,3,2,2.027,41,631,74,530,1,533
5,0,0,195,2,5,3,42,0,20
5,0,0,82,0,13,6,20,0,24
0,1,0,28,2,9,3,7,0,9
778,57,13,10.025,980,4.409,1.381,1.473,4,3.905
143,305,8,2.398,125,9.096,609,586,110,4.879
930,38,21,8.373,794,10.085,3.511,1.905,4,8.132
201,38,0,4.323,136,895,32,706,6,835
805,113,43,25.276,583,25.057,7.593,5.720,21,15.264
201,38,0,4.323,136,895,32,706,6,835
98,6,1,2.561,33,840,174,556,4,764
,,,,,,,,,
221,4,4,4.213,220,1.478,431,597,2,1.314
416,655,38,69.796,788,30.671,3.284,3.794,321,14.947
35,0,0,93,6,197,58,14,0,179
0,0,0,0,1,0,0,0,0,2
1.041,138,13,27.803,944,13.554,3.831,4.530,14,10.218
143,3,1,2.778,44,827,97,642,1,737
3.379,544,223,38.945,3.531,52.037,9.866,7.080,77,35.561
2.729,254,177,24.463,2.243,42.082,14.628,5.143,27,29.434
2.031,198,116,21.778,2.479,34.052,8.960,4.306,17,23.818
1.355,113,27,15.250,959,20.212,2.340,2.950,14,14.472
107,12,0,2.214,21,756,19,441,6,684
286,36,6,6.196,404,4.129,930,1.476,4,3.269
6,0,0,101,1,14,4,40,1,19
14,8,0,1.235,9,108,10,223,7,98
230,31,30,4.693,164,11.424,1.408,1.829,112,7.069
0,0,0,98,1,66,9,14,1,55
222,5,1,2.285,21,1.999,68,469,5,1.544
44,1,3,243,5,170,18,78,2,158
6,0,1,204,18,83,12,31,1,63
63,1,0,1.307,23,692,84,285,4,551
88,23,1,1.922,47,686,48,335,6,585
38,2,0,1.220,10,225,14,230,5,191
23,1,0,673,8,88,8,121,8,95
74,15,0,1.594,36,486,29,253,16,422
48,9,0,745,19,408,54,197,2,377
99,10,0,1.900,29,760,115,388,6,656
4,0,0,656,5,36,5,87,2,33
12,1,0,863,12,54,3,79,8,48
106,4,0,2.413,45,812,136,462,3,739
1.140,70,5,10.118,329,8.039,1.805,2.090,3,6.909
188,21,1,4.769,80,1.532,140,1.026,6,1.258
148,3,1,3.113,155,1.291,281,772,5,1.067
5,0,1,251,11,99,27,200,1,89
232,7,0,3.543,63,1.053,244,772,3,946
0,0,0,58,1,14,1,15,1,16
370,9,10,3.350,327,3.896,934,678,1,3.227
335,69,0,6.824,241,2.055,233,1.116,6,1.808
72,10,0,1.991,52,511,48,494,2,424
3,0,0,418,8,18,8,39,1,28
0,1,0,2,0,3,1,2,1,6
206,16,0,3.948,156,1.384,265,673,4,1.168
198,24,3,3.378,117,1.267,269,512,5,1.081
2.241,420,156,34.282,2.263,40.241,7.456,6.385,85,26.932
2,0,0,1,1,2,2,1,0,4
552,431,80,93.123,1.221,49.879,5.654,6.042,230,25.228
443,281,72,27.749,1.001,40.551,5.561,5.112,122,20.796
858,519,95,92.072,1.273,62.821,10.110,6.185,348,32.771
977,801,123,88.432,1.963,70.764,7.908,5.999,628,37.275
480,226,60,22.128,1.005,32.230,6.361,4.139,98,17.010
2,0,0,343,18,116,18,122,1,74
2.197,105,24,20.271,639,22.998,6.809,4.065,14,17.139
962,256,9,18.088,739,12.375,1.026,3.273,43,8.795
128,31,1,2.815,126,1.101,186,821,3,963
10,2,0,339,7,136,5,97,3,103
14,2,0,469,5,265,16,145,1,176
1,2,0,131,2,20,4,48,1,22
9,0,0,212,4,209,33,87,1,153
21,4,1,545,4,101,7,172,6,86
9,1,0,79,1,69,6,21,2,59
40,10,0,799,27,528,31,281,8,404
40,2,1,548,9,489,108,137,3,401
6,1,0,73,3,28,2,29,1,26
83,1,1,671,7,914,48,181,1,754
363,116,5,4.956,135,4.925,619,1.535,54,4.155
66,19,0,1.277,33,694,74,456,9,578
2,0,0,95,2,18,3,26,1,17
1,0,0,58,1,46,9,14,0,39
0,0,0,1,1,3,0,5,1,6
563,124,7,6.846,270,7.168,794,1.812,29,5.707
98,6,1,2.561,33,840,174,556,4,764
3,1,0,192,0,142,20,36,1,121
17,0,0,808,25,226,33,259,2,198
13,3,0,154,1,111,23,29,1,135
139,60,0,2.165,131,1.439,205,573,3,1.290
63,7,0,1.563,27,403,46,449,6,345
6,0,0,85,3,142,15,10,0,121
5,0,0,118,0,116,25,23,0,94
18,5,1,436,20,730,35,98,10,436
3,0,2,698,21,102,18,278,0,71
69,4,1,838,21,578,163,231,2,513
1.675,183,26,16.344,1.095,15.167,2.103,2.973,11,12.221
124,1,2,1.486,30,1.361,334,569,4,1.174
4,0,0,115,2,83,13,25,1,77
110,15,1,1.981,90,1.033,115,436,11,840
20,10,1,1.216,12,137,17,272,1,122
802,59,6,6.952,208,9.154,1.476,1.667,15,7.467
1,0,0,110,3,77,19,25,1,72
30,7,1,368,78,637,67,89,2,467
0,0,0,1,0,1,0,4,0,3
1,0,0,95,2,63,7,24,0,63
0,0,0,1,0,0,0,1,0,1
37,1,0,511,4,619,31,135,1,522
3,0,0,90,0,75,25,15,0,74
3,1,0,140,4,88,16,72,3,65
5,1,0,134,8,84,10,45,2,74
12,8,0,3.273,41,392,44,340,2,256
63,10,2,1.088,51,1.659,237,390,4,1.211
442,32,17,5.585,332,11.981,2.423,1.881,20,8.817
98,13,2,2.733,28,1.125,203,376,15,917
181,34,6,5.390,182,3.873,848,1.499,2,2.790
39,5,0,2.264,17,274,25,289,8,225
548,19,19,6.121,232,11.952,2.909,2.074,12,8.773
0,1,0,28,2,21,1,11,0,19
130,41,2,3.450,42,1.672,107,598,17,1.292
11,1,0,167,2,59,5,38,4,52
2,1,0,129,1,7,1,45,1,34
1,0,0,239,6,5,4,95,2,12
0,0,0,6,0,10,2,6,0,10
3,1,0,291,5,64,9,93,2,53
217,67,1,4.765,123,2.089,255,928,22,1.785
0,0,0,3,1,2,1,2,1,1
9,0,0,78,1,38,4,21,2,42
12,1,0,117,0,45,4,32,2,44
20,3,1,203,4,90,6,49,9,87
17,1,0,303,7,121,13,90,5,106
1.041,138,13,27.803,944,13.554,3.831,4.530,14,10.218
32,6,0,270,7,166,11,57,11,138
10,3,1,295,7,114,13,80,10,103
55,5,3,840,10,609,111,268,6,571
21,1,0,367,8,117,15,114,14,110
215,164,16,4.660,195,8.865,645,1.605,185,5.400
1,2,0,158,7,132,23,53,10,106
316,65,8,2.522,105,3.792,786,929,7,3.070
841,88,7,5.793,213,9.785,1.496,2.019,8,7.810
511,292,79,7.671,316,43.145,4.100,2.617,200,20.391
3,0,0,116,0,39,5,51,1,36
2,1,0,20,3,1,2,9,1,15
0,1,0,91,2,7,2,29,4,8
1.036,40,6,2.643,91,3.220,833,862,19,2.753
33,1,0,525,7,468,45,157,8,396
70,11,2,1.223,33,1.010,154,382,3,815
5,0,0,61,3,23,6,20,2,29
138,18,1,2.147,55,2.057,131,703,10,1.729
292,39,21,5.795,367,6.287,1.499,1.782,4,4.687
7,1,1,272,0,101,17,141,1,83
1,0,0,24,5,15,1,11,1,14
5,1,0,84,1,65,5,23,1,57
40,1,0,878,16,433,19,283,3,315
185,519,28,3.314,215,17.035,487,819,365,7.995
237,307,13,10.034,309,12.950,1.021,2.228,173,7.856
44,4,4,286,35,887,289,148,2,669
4,2,0,186,4,129,19,78,1,107
166,89,4,2.397,77,2.953,225,733,26,2.177
7,8,0,347,3,74,14,130,2,69
0,0,0,26,1,12,1,6,0,7
13,1,0,260,6,120,7,75,11,112
38,6,0,559,32,290,27,200,9,250
19,1,0,426,9,231,34,108,3,199
37,6,1,1.048,19,394,23,312,9,312
67,15,0,1.348,27,730,70,327,9,601
28,5,0,316,3,214,9,99,13,195
0,0,0,4,0,2,1,2,0,4
8,2,1,424,14,160,12,134,2,119
54,5,3,1.083,63,1.194,170,281,4,889
5,0,0,139,0,26,5,75,1,38
16,3,1,269,7,161,34,76,2,129
1,0,0,145,6,44,4,43,1,36
47,3,0,1.152,25,1.167,149,393,1,848
3,0,0,66,3,1,0,21,2,15
2,0,0,35,1,11,2,2,2,7
2,0,0,1,0,9,4,4,0,8
18,1,0,536,6,208,31,181,2,171
2,1,0,187,2,18,2,83,1,15
23,1,0,84,4,47,1,21,5,38
10,2,0,361,1,48,8,152,6,33
116,66,1,4.394,107,2.321,283,1.625,12,1.766
50,16,1,1.611,44,984,84,576,3,680
9,1,0,334,7,129,17,94,6,109
368,132,36,12.174,591,11.186,2.828,3.060,16,7.256
21,10,0,736,18,208,24,212,8,146
48,1,0,1.137,12,445,74,388,3,335
4,0,0,144,0,16,3,49,2,10
1.038,68,40,13.198,742,19.842,5.067,3.116,4,13.554
126,40,2,3.810,90,2.645,525,1.431,13,1.772
4,6,1,489,16,118,19,146,3,85
16,1,0,499,3,156,19,208,1,123
4,3,0,131,0,29,4,44,6,23
2,1,0,84,1,4,2,31,1,11
5,0,1,147,4,79,7,47,1,81
3,0,0,55,1,36,7,18,1,32
7,1,1,305,4,240,15,99,1,162
2,0,0,13,3,14,2,6,1,16
298,101,2,3.111,167,2.715,229,994,14,2.258
2,1,0,414,4,28,6,126,2,35
2,1,0,170,4,13,4,54,2,25
633,135,35,10.190,263,13.503,2.893,3.002,13,9.047
38,33,3,1.790,37,448,60,632,8,380
11,5,0,199,13,154,23,42,6,113
15,6,0,282,14,159,21,68,9,121
113,20,0,3.147,57,1.971,297,1.221,52,1.519
225,155,2,3.873,134,3.221,169,1.201,44,2.417
10,1,0,274,4,41,10,85,4,64
129,73,17,2.945,165,6.216,984,1.096,31,4.231
14,0,0,372,6,89,16,182,2,84
17,1,2,705,11,242,28,202,4,188
111,29,2,2.168,122,2.960,547,835,1,2.023
3,1,0,197,1,14,4,66,2,24
13,3,0,443,10,98,14,118,2,81
3,0,0,75,0,17,1,26,1,14
2,0,0,496,4,77,9,201,1,55
0,1,0,94,2,13,2,47,1,17
20,12,0,1.225,18,280,23,405,7,245
134,5,1,1.603,30,1.249,177,643,2,1.076
32,7,1,743,18,506,30,234,7,369
5,1,1,232,25,149,15,40,2,117
18,3,2,570,5,443,41,186,4,326
400,39,2,4.918,87,5.553,822,1.805,12,4.662
16,3,0,539,21,194,56,182,1,198
8,0,0,151,1,38,2,38,7,34
11,1,0,227,4,102,15,63,2,86
27,6,0,716,8,134,14,213,7,121
875,95,10,14.648,306,12.449,2.695,3.153,17,9.102
7,0,0,1.137,18,229,70,708,0,171
15,3,0,1.945,5,149,17,138,7,118
14,0,0,266,5,317,42,146,2,237
5,5,0,284,12,104,9,98,5,69
4,0,0,27,1,1,0,12,1,14
12,1,0,2.311,11,69,13,385,1,51
14,2,0,2.540,22,214,23,189,5,157
0,0,0,1,0,1,1,3,0,3
70,11,0,4.219,53,1.790,229,659,4,1.240
57,2,2,1.530,15,1.459,270,724,2,1.057
1.378,2.513,268,22.779,1.834,135.701,7.116,3.868,1.869,44.101
40,21,1,1.213,22,650,54,408,27,460
8,1,0,694,10,306,68,322,1,216
29,21,0,2.021,74,1.292,154,508,17,754
257,99,8,4.953,137,8.457,1.710,1.995,11,5.754
34,29,0,2.290,20,863,95,786,11,581
35,74,0,1.677,56,956,92,577,33,610
62,30,1,1.535,29,1.077,143,586,22,799
21,15,0,1.360,24,670,74,470,11,463
1,1,0,32,0,8,2,6,3,6
19,4,1,495,3,169,11,130,8,122
78,44,2,2.463,79,1.903,187,872,19,1.258
3,2,0,802,5,302,37,347,2,164
3,0,0,20,1,5,1,8,1,8
35,10,0,1.367,18,557,77,465,9,414
3,0,0,136,2,49,5,41,3,47
238,100,7,3.956,187,4.456,1.169,1.138,62,3.455
33,15,0,1.431,40,835,64,522,24,551
75,110,0,2.065,67,1.298,127,767,22,958
2,0,0,62,1,1,4,27,2,16
1,1,0,104,0,22,1,30,5,15
27,23,0,1.692,63,1.282,149,545,27,813
0,0,0,105,0,12,1,34,1,9
0,0,0,115,4,28,3,44,1,22
2,1,0,60,1,35,2,26,1,29
1.138,180,31,13.980,1.252,15.419,2.586,3.509,10,10.778
40,21,1,1.666,37,428,58,515,27,347
8,3,3,210,55,257,38,28,34,172
36,8,0,1.608,30,661,51,741,2,498
18,9,0,700,6,258,35,235,13,190
86,43,4,2.716,67,2.860,432,882,33,1.913
5,0,0,75,2,34,5,35,1,28
28,7,0,769,13,504,43,220,14,355
10,4,0,379,6,148,29,108,6,117
15,0,0,188,5,146,12,52,2,126
0,0,1,25,1,4,1,2,2,7
24,19,1,916,62,479,104,263,16,295
3,0,0,64,1,59,3,20,1,47
15,1,0,202,13,156,16,72,5,122
1,4,1,86,10,45,9,29,1,28
0,0,0,1,1,0,0,0,0,1
1,1,0,137,2,71,6,54,3,53
39,12,0,641,17,699,62,214,5,499
3,0,0,249,3,59,8,77,1,49
1,0,0,14,0,17,6,13,1,28
5,0,0,64,12,68,3,11,4,40
66,13,0,2.463,39,1.186,116,921,15,856
95,81,6,2.170,90,2.369,212,862,64,1.658
2,1,0,25,2,4,2,7,1,8
0,0,0,6,1,5,0,2,1,5
20,14,1,633,12,471,32,160,13,285
197,22,7,3.620,45,6.024,913,1.369,8,4.126
3,1,0,190,3,65,7,74,4,58
1.183,132,38,14.187,1.087,22.648,4.579,3.361,9,15.260
11,11,0,278,7,84,6,96,14,68
155,48,2,3.916,73,4.318,503,1.466,19,3.128
2,1,0,72,1,15,1,31,1,10
126,21,2,2.789,61,3.201,557,1.307,4,2.380
4,4,4,1.559,33,577,170,1.128,4,379
6,1,0,664,5,137,15,282,1,91
1.401,209,46,15.350,407,25.819,4.990,4.026,36,17.439
37,16,0,790,17,397,39,218,3,309
115,65,8,3.168,167,2.946,458,923,11,2.073
1,5,0,118,16,86,12,21,15,55
7,3,1,300,19,359,22,108,3,238
23,6,0,765,32,1.037,114,303,2,671
15,1,0,885,10,296,39,340,2,208
1,0,1,119,3,48,14,53,3,32
34,18,0,765,18,516,55,218,41,405
18,1,1,1.052,12,456,47,387,2,286
78,22,2,2.609,77,2.824,405,896,11,1.940
58,27,0,1.409,53,2.104,358,495,12,1.275
345,732,46,6.132,318,56.310,2.055,2.045,393,19.490
6,1,0,314,1,54,5,109,7,45
0,1,0,88,1,11,4,26,2,27
7,3,2,1.581,36,561,172,1.117,2,358
9,6,2,536,47,427,122,389,7,283
18,5,0,1.347,38,606,63,381,6,368
1,1,0,13,2,7,3,7,3,8
0,6,0,60,3,42,10,13,2,36
0,0,0,50,1,5,1,18,0,5
21,0,1,352,4,225,44,131,10,173
0,1,0,21,0,5,6,7,0,9
231,245,9,10.021,626,9.201,1.668,2.526,31,5.490
107,72,8,2.530,30,8.642,922,801,28,4.425
31,6,1,1.030,13,1.422,140,422,1,908
45,63,7,4.799,37,13.741,568,1.226,45,5.650
44,71,4,4.144,44,16.752,607,1.179,69,6.799
37,80,7,4.508,57,14.909,587,1.170,72,6.142
43,40,5,5.146,50,12.708,614,1.259,32,5.319
16,27,0,1.889,47,270,59,862,3,217
4,4,0,670,8,119,20,321,4,88
10,1,1,779,15,425,49,326,5,276
56,25,1,1.180,31,649,69,330,33,443
2,1,0,181,3,42,13,74,3,34
6,2,0,115,3,121,20,29,8,97
22,9,1,493,12,211,20,167,8,176
493,85,4,4.753,143,7.265,532,1.167,29,5.244
120,185,10,9.226,516,8.456,1.125,2.338,43,4.691
8,5,0,634,5,194,38,202,3,156
21,11,0,787,9,258,27,287,16,172
214,168,8,4.356,274,4.858,409,1.403,77,3.254
5,8,0,455,34,383,37,116,9,238
3,1,0,206,0,35,4,83,4,21
88,129,7,3.841,100,3.159,249,1.426,59,2.021
3,3,0,219,9,117,14,47,7,79
2,2,0,262,5,49,6,72,1,32
1,0,0,43,0,14,4,11,0,9
0,0,0,14,0,8,1,1,0,7
488,1.055,24,14.228,814,24.288,1.989,2.944,503,13.860
5,3,0,211,2,70,9,69,7,57
7,1,0,584,5,683,77,235,2,418
1.065,276,31,14.656,486,25.216,6.436,4.217,41,17.191
6,3,1,1.062,15,478,46,386,7,277
7,1,0,397,28,225,27,119,6,157
21,3,2,1.585,8,887,69,551,14,582
0,1,0,346,3,116,4,132,2,66
368,73,30,5.102,196,16.388,2.015,1.744,263,10.318
140,80,4,3.701,134,4.582,942,1.717,7,3.422
79,25,1,3.665,46,3.801,464,1.236,50,2.259
34,3,3,1.721,36,1.355,188,609,6,887
19,7,0,481,15,233,20,125,5,169
10,11,0,356,4,148,9,86,11,108
3,1,0,164,13,63,2,46,2,41
2,1,0,66,1,26,3,26,1,16
9,2,1,839,35,298,84,300,1,171
9,4,0,300,7,88,6,73,8,66
29,8,3,803,14,709,75,300,11,503
1.458,196,57,14.232,1.261,28.129,5.046,3.504,29,19.280
9,19,0,1.104,15,228,20,341,23,170
16,2,0,1.059,14,443,73,425,3,299
8,5,1,234,9,93,2,61,12,66
29,4,1,617,13,439,58,127,34,341
232,118,7,4.117,159,5.822,680,1.092,155,4.208
207,207,2,4.880,186,8.388,1.086,1.909,19,5.454
1,1,1,62,6,35,2,6,2,17
2.096,2.521,343,97.476,4.087,124.970,12.151,7.876,1.121,51.956
7,1,0,161,6,99,7,36,4,75
10,13,1,554,11,186,31,206,5,142
52,16,1,2.690,36,987,199,929,13,685
48,10,11,4.810,169,3.364,733,2.140,8,1.830
23,2,0,511,5,164,14,133,15,151
4,3,0,455,21,336,35,128,5,207
2,2,0,321,20,109,32,139,1,68
3,1,1,127,6,46,6,31,2,34
2,1,1,155,6,35,5,50,2,28
4,1,1,154,8,82,8,39,1,61
231,245,9,10.021,626,9.201,1.668,2.526,31,5.490
8,6,0,400,7,86,6,121,15,82
30,2,0,293,12,288,18,84,5,230
1,1,0,147,0,36,7,50,4,42
23,21,1,1.306,25,600,78,426,16,389
23,3,1,1.762,21,1.111,152,574,4,694
2,2,0,368,17,250,35,105,1,173
16,7,1,449,6,154,18,166,9,112
2,1,0,23,0,19,1,8,1,13
5,2,0,102,5,55,4,18,2,47
606,1.586,85,68.476,1.495,54.814,4.420,3.271,1.073,27.340
625,1.359,24,48.822,853,20.713,1.746,3.714,446,12.653
41,36,1,3.142,43,3.449,279,846,24,1.887
165,392,11,10.077,449,11.465,1.017,2.434,174,6.120
86,167,5,7.528,126,4.583,309,1.849,65,2.887
702,128,48,22.810,712,27.316,5.968,5.557,24,16.642
112,34,3,2.849,37,3.201,356,943,34,2.143
482,62,3,5.088,163,8.280,557,1.355,32,5.953
72,67,1,1.798,87,1.696,94,427,48,982
100,43,9,5.248,40,11.400,1.179,1.207,37,5.052
99,229,9,7.609,255,7.292,789,2.156,56,4.049
50,24,5,2.188,54,1.973,224,745,15,1.303
708,201,21,14.250,389,24.085,3.467,4.252,102,15.565
34,25,5,1.979,42,2.544,167,618,11,1.441
14,0,0,1.139,8,384,96,375,4,293
29,13,1,1.252,29,1.670,153,456,7,1.086
35,57,1,3.730,118,2.886,309,832,60,1.664
520,1.135,59,14.431,973,25.400,2.446,3.263,575,13.802
1,1,0,329,2,63,14,109,2,43
3,10,0,378,7,141,8,116,7,88
1,0,0,55,2,9,1,9,5,11
1,1,0,303,3,214,13,88,4,117
2,0,0,326,7,115,24,122,2,79
23,87,4,1.491,202,2.714,170,195,64,1.376
192,77,4,4.910,83,5.231,478,1.757,80,3.761
8,5,1,219,16,202,28,43,20,130
7,0,0,243,6,70,9,81,2,60
5,1,0,111,0,48,2,36,1,35
4,4,0,151,4,112,9,42,4,70
520,1.135,59,14.431,973,25.400,2.446,3.263,575,13.802
33,8,1,1.932,31,1.425,123,622,11,845
0,2,0,434,3,197,11,129,7,122
22,19,4,951,20,449,39,303,25,282
0,0,0,20,1,29,2,10,1,22
95,131,7,6.550,148,5.490,618,1.938,48,3.143
91,35,2,2.354,43,2.859,291,713,18,1.824
0,1,0,29,0,20,3,12,1,15
0,0,0,21,0,17,2,5,0,11
1,1,0,120,2,20,3,44,2,23
78,108,3,2.909,96,2.771,252,741,151,1.766
14,9,1,1.382,38,814,87,405,29,466
56,38,2,2.095,40,1.761,269,660,63,1.292
768,159,24,10.543,266,22.689,4.549,3.329,59,15.041
1,1,0,52,2,61,5,21,1,28
6,4,3,563,46,285,51,173,1,176
20,15,0,825,12,701,62,265,11,475
0,2,1,110,2,36,5,30,2,29
16,9,0,1.154,26,498,86,386,6,349
938,318,25,15.901,609,24.166,4.786,4.530,124,16.947
30,35,1,1.768,47,831,89,544,13,542
341,116,10,9.262,201,8.094,1.714,3.459,20,5.967
16,3,2,862,9,1.060,114,309,2,621
1,0,0,122,1,33,5,28,2,27
0,2,0,88,0,10,1,27,4,20
2,8,2,314,7,73,11,101,11,44
0,1,0,34,1,42,3,14,1,17
12,19,0,607,16,334,25,189,16,212
18,6,0,1.421,13,620,105,561,4,430
31,8,1,960,21,542,77,254,13,380
7,2,0,375,3,117,23,89,6,89
10,4,1,163,10,147,18,37,5,113
2,2,1,148,2,69,5,35,3,40
13,3,0,791,13,604,74,220,1,350
316,99,9,5.072,165,14.120,2.143,2.099,35,9.417
11,2,1,857,10,231,53,265,7,179
19,4,1,652,13,258,21,209,10,205
6,9,0,242,17,117,3,50,7,81
2,1,0,324,8,182,38,98,1,125
462,880,50,68.650,970,43.533,3.587,3.323,685,21.579
28,9,0,1.803,45,1.645,160,622,7,980
16,9,0,572,17,359,20,168,8,243
8,3,1,425,11,120,15,124,11,96
1,0,1,378,2,221,24,109,1,133
3,0,0,116,2,41,0,47,5,34
4,22,1,539,11,176,7,181,18,112
45,33,3,2.876,130,2.349,267,650,41,1.349
5,3,3,1.181,11,378,42,441,7,206
188,361,18,12.449,319,19.368,1.606,2.680,237,9.392
2.241,420,156,34.282,2.263,40.241,7.456,6.385,85,26.933
76,80,6,4.019,100,5.731,386,906,44,2.990
41,36,1,3.142,43,3.449,279,846,24,1.887
28,9,0,1.803,45,1.645,160,622,7,980
17,9,1,1.078,15,725,77,350,12,451
179,146,9,4.173,94,8.736,595,1.027,105,4.744
2,3,1,530,10,308,62,169,4,193
260,613,26,9.003,303,53.127,1.580,1.364,1.000,18.597
1,1,0,58,1,31,3,15,2,26
52,205,6,8.490,133,4.923,331,1.477,116,2.320
198,247,8,3.962,172,6.884,484,978,162,3.992
1.071,386,96,28.960,1.344,34.086,6.700,6.654,59,20.813
69,80,6,2.478,73,4.950,296,694,50,2.679
0,1,0,137,1,8,1,42,4,5
103,325,10,7.829,507,9.567,857,1.111,354,5.484
95,219,4,6.799,329,6.576,683,1.214,210,3.798
30,35,1,2.315,50,1.372,139,659,91,806
0,1,0,113,5,12,0,22,1,4
4,6,1,581,7,226,17,176,14,119
42,33,2,2.990,57,2.602,199,878,37,1.537
7,5,2,381,7,411,22,101,6,218
25,12,2,1.345,14,1.938,176,501,7,1.101
2,4,0,303,3,78,5,98,7,59
0,0,0,25,0,5,0,6,1,5
24,3,1,769,26,296,38,256,6,210
81,63,1,2.631,51,2.884,162,720,37,1.663
1,1,0,53,0,14,0,16,2,8
0,0,0,43,2,51,2,12,0,34
3,3,0,708,6,389,16,193,4,191
44,9,0,912,7,421,42,241,29,317
0,4,0,160,9,46,9,40,3,36
4,2,1,25,8,56,2,6,0,29
5,6,0,612,7,225,29,146,4,135
0,0,0,5,0,1,0,1,0,1
12,2,0,1.345,6,644,93,396,6,421
0,1,0,125,6,18,2,34,1,10
0,0,0,7,0,23,2,4,2,15
31,15,2,822,14,619,35,261,51,427
16,6,1,768,9,249,29,229,8,185
22,50,1,661,95,754,70,109,62,469
12,6,1,1.075,18,641,67,390,13,445
5,3,2,603,7,453,30,193,1,242
23,25,4,2.268,45,1.308,115,612,33,719
21,3,0,606,5,356,26,168,15,236
10,3,1,166,3,236,26,48,10,158
3,2,0,193,4,89,4,64,6,56
0,0,0,8,1,16,0,1,3,15
2,1,1,29,16,68,0,3,2,28
69,42,1,2.662,85,1.287,176,798,21,933
